年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2019,電機工程師,出版業,— ,— ,— ,— 
2019,電子工程師,出版業,— ,— ,— ,— 
2019,電信工程師,出版業,— ,— ,— ,— 
2019,平面及多媒體設計師,出版業,2114,48327,46205,2122
2019,護理人員,出版業,… ,… ,… ,… 
2019,勞安及衛生管理人員(含工業安全管理師),出版業,… ,… ,… ,… 
2019,補教業教師,出版業,… ,… ,… ,… 
2019,會(審)計師(含會計稽核),出版業,— ,— ,— ,— 
2019,財務、經濟及投資分析研究人員,出版業,— ,— ,— ,— 
2019,專案管理師(含經營管理顧問),出版業,348,52814,52410,404
2019,稽核人員,出版業,11,55519,55519,— 
2019,人力資源管理師,出版業,56,56362,55448,914
2019,廣告及行銷專業人員(含企劃),出版業,2501,53960,45845,8115
2019,公關專業人員,出版業,55,59859,52425,7434
2019,資訊系統分析及設計師,出版業,673,65377,63800,1577
2019,軟體開發及程式設計師,出版業,2044,74485,72360,2125
2019,資料庫及網路專業人員,出版業,308,62152,58123,4029
2019,律師及相關專業人員,出版業,— ,— ,— ,— 
2019,專利工程師及公證人,出版業,… ,… ,… ,… 
2019,編輯、作家及有關撰稿人員,出版業,4931,57193,56473,720
2019,新聞記者,出版業,1712,56416,56168,248
2019,翻譯人員,出版業,307,46717,42486,4231
2019,表演藝術人員(含演員、配音員),出版業,— ,— ,— ,— 
2019,電影、舞台及有關導演與製作人,出版業,15,49794,49794,— 
2019,廣播、電視及其他媒體播報員,出版業,48,48862,48862,— 
2019,技術員及助理專業人員,出版業,5225,49062,47217,1845
2019,電機技術員,出版業,122,48953,47979,974
2019,電子技術員,出版業,… ,… ,… ,… 
2019,品管技術員,出版業,… ,… ,… ,… 
2019,製圖員,出版業,— ,— ,— ,— 
2019,勞安及衛生技術員,出版業,— ,— ,— ,— 
2019,會計人員,出版業,287,60133,58404,1729
2019,統計及精算助理專業人員,出版業,— ,— ,— ,— 
2019,工商業銷售代表(含業務員),出版業,2921,51182,50151,1031
2019,採購員,出版業,64,44084,44070,14
2019,專業秘書,出版業,294,60380,56617,3763
2019,法務人員,出版業,63,57954,54545,3409
2019,攝影師、攝影記者,出版業,183,56250,54810,1440
2019,節目助理及舞台相關工作人員,出版業,— ,— ,— ,— 
2019,資訊管理及維護技術員,出版業,1133,37894,34017,3877
2019,廣播及視聽技術員(含放映員),出版業,147,39156,38936,220
2019,電信技術員,出版業,— ,— ,— ,— 
2019,事務支援人員,出版業,6788,38953,37636,1317
2019,總務,出版業,514,40076,38423,1653
2019,一般辦公室事務人員(含文書),出版業,2866,39311,38149,1162
2019,資料輸入人員,出版業,520,31629,31534,95
2019,收帳、收費人員(含帳款催收),出版業,64,33159,33142,17
2019,接待員及服務台事務人員,出版業,157,38666,36954,1712
2019,總機人員,出版業,155,36715,36287,428
2019,電話及網路客服人員,出版業,814,41937,38288,3649
2019,統計調查訪談人員,出版業,73,44569,44569,— 
2019,會計助理、簿記、出納,出版業,886,38651,38325,326
2019,存貨事務人員,出版業,556,38030,37248,782
2019,人事事務人員,出版業,150,45615,41105,4510
2019,教務人員(含班導師、輔導員),出版業,… ,… ,… ,… 
2019,服務及銷售工作人員,出版業,1440,40851,39099,1752
2019,美髮、美容及造型設計人員,出版業,— ,— ,— ,— 
2019,按摩師,出版業,8,25636,25636,— 
2019,商店銷售人員(含百貨公司樓管人員),出版業,808,41929,40092,1837
2019,收銀員及售票員,出版業,— ,— ,— ,— 
