年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2019,收帳、收費人員(含帳款催收),其他金融服務業,— ,— ,— ,— 
2019,接待員及服務台事務人員,其他金融服務業,— ,— ,— ,— 
2019,總機人員,其他金融服務業,55,24682,24682,— 
2019,電話及網路客服人員,其他金融服務業,— ,— ,— ,— 
2019,統計調查訪談人員,其他金融服務業,— ,— ,— ,— 
2019,會計助理、簿記、出納,其他金融服務業,548,39563,39152,411
2019,核保人員,其他金融服務業,— ,— ,— ,— 
2019,統計、財務、證券及保險事務人員,其他金融服務業,315,47505,47008,497
2019,存貨事務人員,其他金融服務業,— ,— ,— ,— 
2019,人事事務人員,其他金融服務業,699,48837,46578,2259
2019,服務及銷售工作人員,其他金融服務業,… ,… ,… ,… 
2019,廚師,其他金融服務業,— ,— ,— ,— 
2019,按摩師,其他金融服務業,… ,… ,… ,… 
2019,電話及網路行銷人員,其他金融服務業,— ,— ,— ,— 
2019,建築物管理員、保全及警衛人員,其他金融服務業,— ,— ,— ,— 
2019,技藝、機械設備操作及組裝人員,其他金融服務業,101,46873,44123,2750
2019,建築物電力系統裝修人員(含水電工),其他金融服務業,— ,— ,— ,— 
2019,電力機械裝修人員,其他金融服務業,— ,— ,— ,— 
2019,資(通)訊設備裝修人員(含電信、電話),其他金融服務業,— ,— ,— ,— 
2019,機車送件駕駛人員,其他金融服務業,— ,— ,— ,— 
2019,小客、貨車駕駛人員,其他金融服務業,101,46873,44123,2750
2019,基層技術工及勞力工,其他金融服務業,… ,… ,… ,… 
2019,清潔及家事工作人員(含建築清潔工),其他金融服務業,… ,… ,… ,… 
2019,勞力工,其他金融服務業,— ,— ,— ,— 
2019,廚房幫工(含速食烹調),其他金融服務業,— ,— ,— ,— 
2019,主管及監督人員,人身保險業,7499,147220,138451,8769
2019,高階主管(總經理及總執行長),人身保險業,388,427649,383006,44643
2019,中階主管(經理),人身保險業,1662,179815,175300,4515
2019,監督人員(含現場及辦公室主任、科/股長),人身保險業,5449,117310,109798,7512
2019,專業人員,人身保險業,6772,82279,78741,3538
2019,精算師(取得正式資格者),人身保險業,15,206598,203971,2627
2019,數學、精算及統計專業人員,人身保險業,869,88856,84411,4445
